"","sentence","sentiment","score1","emotion","score2"
"43","Such properties claim our attention only in so far as they affect the utility of those commodities, make them use values.","anger","0","positive","0.0999500249875062"
"44","But the exchange of commodities is evidently an act characterised by a total abstraction from use value.","trust","0.0624609618988132","positive","0.0624609618988132"
"45","Then one use value is just as good as another, provided only it be present in sufficient quantity.","anticipation","0.117577895355673","positive","0.117577895355673"
"46","Or, as old Barbon says, one sort of wares are as good as another, if the values be equal.","anticipation","0.0555247084952804","positive","0.0555247084952804"
"47","There is no difference or distinction in things of equal value.","anger","0","positive","0.0999000999000999"
"48","An hundred pounds' worth of lead or iron, is of as great value as one hundred pounds' worth of silver or gold.","trust","0.0475963826749167","positive","0.190385530699667"
"49","As use values, commodities are, above all, of different qualities, but as exchange values they are merely different quantities, and consequently do not contain an atom of use value.","trust","0.0357015351660121","positive","0.0714030703320243"
"50","If then we leave out of consideration the use value of commodities, they have only one common property left, that of being products of labour.","sadness","0.041649312786339","negative","0.041649312786339"
"51","But even the product of labour itself has undergone a change in our hands.","fear","0.0768639508070715","negative","0"
"52","If we make abstraction from its use value, we make abstraction at the same time from the material elements and shapes that make the product a use value; we see in it no longer a table, a house, yarn, or any other useful thing.","anticipation","0.0232504068821204","negative","0"
"53","Its existence as a material thing is put out of sight.","anger","0","positive","0.0999000999000999"
"54","Neither can it any longer be regarded as the product of the labour of the joiner, the mason, the spinner, or of any other definite kind of productive labour.","joy","0.0357015351660121","positive","0.0714030703320243"
"56","Let us now consider the residue of each of these products; it consists of the same unsubstantial reality in each, a mere congelation of homogeneous human labour, of labour power expended without regard to the mode of its expenditure.","anger","0","negative","0.0263088660878716"
"57","All that these things now tell us is, that human labour power has been expended in their production, that human labour is embodied in them.","anticipation","0.041649312786339","positive","0.041649312786339"
"58","When looked at as crystals of this social substance, common to them all, they are Values.","anger","0","positive","0.0666222518321119"
"59","We have seen that when commodities are exchanged, their exchange value manifests itself as something totally independent of their use value.","trust","0.0499750124937531","positive","0.0499750124937531"
"60","But if we abstract from their use value, there remains their Value as defined above.","disgust","0.0713775874375446","negative","0.0713775874375446"
"61","Therefore, the common substance that manifests itself in the exchange value of commodities, whenever they are exchanged, is their value.","trust","0.0526038926880589","positive","0.105207785376118"
"62","The progress of our investigation will show that exchange value is the only form in which the value of commodities can manifest itself or be expressed.","anticipation","0.079968012794882","positive","0.079968012794882"
"63","For the present, however, we have to consider the nature of value independently of this, its form.","anticipation","0.0624609618988132","positive","0.0624609618988132"
"65","How, then, is the magnitude of this value to be measured?","trust","0.0999000999000999","positive","0.0999000999000999"
"66","Plainly, by the quantity of the value creating substance, the labour, contained in the article.","anger","0","positive","0.0713775874375446"
"67","The quantity of labour, however, is measured by its duration, and labour time in its turn finds its standard in weeks, days, and hours.","anticipation","0.0434593654932638","positive","0.0434593654932638"
"68","Some people might think that if the value of a commodity is determined by the quantity of labour spent on it, the more idle and unskilful the labourer, the more valuable would his commodity be, because more time would be required in its production.","anticipation","0.0465008137642409","positive","0.0697512206463613"
"69","The labour, however, that forms the substance of value, is homogeneous human labour, expenditure of one uniform labour power.","anger","0","negative","0.0555247084952804"
"70","The total labour power of society, which is embodied in the sum total of the values of all commodities produced by that society, counts here as one homogeneous mass of human labour power, composed though it be of innumerable individual units.","anger","0","positive","0.0249937515621095"
"71","Each of these units is the same as any other, so far as it has the character of the average labour power of society, and takes effect as such; that is, so far as it requires for producing a commodity, no more time than is needed on an average, no more than is socially necessary.","anticipation","0.0185150897981855","positive","0.0185150897981855"
"72","The labour time socially necessary is that required to produce an article under the normal conditions of production, and with the average degree of skill and intensity prevalent at the time.","anticipation","0.0666444518493835","positive","0.0666444518493835"
"74","The hand loom weavers, as a matter of fact, continued to require the same time as before; but for all that, the product of one hour of their labour represented after the change only half an hour's social labour, and consequently fell to one half its former value.","anticipation","0.0425441395447777","negative","0.0425441395447777"
"75","We see then that that which determines the magnitude of the value of any article is the amount of labour socially necessary, or the labour time socially necessary for its production.","anticipation","0.0666444518493835","positive","0.0333222259246918"
"77","Commodities, therefore, in which equal quantities of labour are embodied, or which can be produced in the same time, have the same value.","anticipation","0.0454338936846888","negative","0"
"78","The value of one commodity is to the value of any other, as the labour time necessary for the production of the one is to that necessary for the production of the other.","anticipation","0.0624804748516089","positive","0.0312402374258044"
"79","As values, all commodities are only definite masses of congealed labour time.","anticipation","0.0908265213442325","negative","0"
"80","The value of a commodity would therefore remain constant, if the labour time required for its production also remained constant.","anticipation","0.105207785376118","positive","0.105207785376118"
"82","This productiveness is determined by various circumstances, amongst others, by the average amount of skill of the workmen, the state of science, and the degree of its practical application, the social organisation of production, the extent and capabilities of the means of production, and by physical conditions.","anticipation","0.0217344055640078","positive","0.0652032166920235"
"85","Diamonds are of very rare occurrence on the earth's surface, and hence their discovery costs, on an average, a great deal of labour time.","anticipation","0.0869187309865276","positive","0.0869187309865276"
"86","Consequently much labour is represented in a small compass.","trust","0.124843945068664","negative","0.124843945068664"
"87","Jacob doubts whether gold has ever been paid for at its full value.","anger","0","positive","0.166527893422148"
"89","According to Eschwege, the total produce of the Brazilian diamond mines for the eighty years, ending in had not realised the price of one and a half years' average produce of the sugar and coffee plantations of the same country, although the diamonds cost much more labour, and therefore represented more value.","joy","0.01960399921584","positive","0.0588119976475201"
"90","With richer mines, the same quantity of labour would embody itself in more diamonds, and their value would fall.","sadness","0.0555247084952804","negative","0.0555247084952804"
"91","If we could succeed at a small expenditure of labour, in converting carbon into diamonds, their value might fall below that of bricks.","anticipation","0.0454338936846888","negative","0.136301681054066"
"92","In general, the greater the productiveness of labour, the less is the labour time required for the production of an article, the less is the amount of labour crystallised in that article, and the less is its value; and vice vers the less the productiveness of labour, the greater is the labour time required for the production of an article, and the greater is its value.","anticipation","0.0307644977695739","positive","0.0461467466543609"
"95","This is the case whenever its utility to man is not due to labour.","fear","0.0768639508070715","negative","0.0768639508070715"
"96","Such are air, virgin soil, natural meadows, andc.","disgust","0.14265335235378","negative","0.14265335235378"
"101","The mediaeval peasant produced quit rent corn for his feudal lord and tithe corn for his parson.","disgust","0.0624609618988132","negative","0.18738288569644"
"102","But neither the quit","anger","0","negative","0.332225913621262"
"103","rent corn nor the tithe corn became commodities by reason of the fact that they had been produced for others.","trust","0.0526038926880589","positive","0.0526038926880589"
"104","To become a commodity a product must be transferred to another, whom it will serve as a use value, by means of an exchange.)","trust","0.0869187309865276","negative","0.0434593654932638"
"105","Lastly nothing can have value, without being an object of utility.","anger","0","positive","0.0999000999000999"
"106","If the thing is useless, so is the labour contained in it; the labour does not count as labour, and therefore creates no value.","trust","0.0434593654932638","negative","0.0434593654932638"
"107","At first sight a commodity presented itself to us as a complex of two things use value and exchange value.","trust","0.0526038926880589","positive","0.0526038926880589"
"108","Later on, we saw also that labour, too, possesses the same two fold nature; for, so far as it finds expression in value, it does not possess the same characteristics that belong to it as a creator of use values.","anticipation","0.0256344527044348","positive","0.0256344527044348"
"110","As this point is the pivot on which a clear comprehension of Political Economy turns, we must go more into detail.","trust","0.0999500249875062","positive","0.0499750124937531"
"114","Its existence is the result of a special sort of productive activity, the nature of which is determined by its aim, mode of operation, subject, means, and result.","anticipation","0.0370233246945576","positive","0.14809329877823"
"115","The labour, whose utility is thus represented by the value in use of its product, or which manifests itself by making its product a use value, we call useful labour","anger","0","positive","0.0689417442261289"
"119","Coats are not exchanged for coats, one use value is not exchanged for another of the same kind.","joy","0.0587889476778366","positive","0.0587889476778366"
"121","This division of labour is a necessary condition for the production of commodities, but it does not follow, conversely, that the production of commodities is a necessary condition for the division of labour.","anticipation","0.0312402374258044","positive","0.0312402374258044"
"122","In the primitive Indian community there is social division of labour, without production of commodities.","anticipation","0.0713775874375446","positive","0.142755174875089"
"123","Or, to take an example nearer home, in every factory the labour is divided according to a system, but this division is not brought about by the operatives mutually exchanging their individual products.","trust","0.0312402374258044","negative","0"
"124","Only such products can become commodities with regard to each other, as result from different kinds of labour, each kind being carried on independently and for the account of private individuals.","trust","0.0666444518493835","positive","0.0333222259246918"
"125","To resume, then: In the use value of each commodity there is contained useful labour,.e., productive activity of a definite kind and exercised with a definite aim.","joy","0.0384467512495194","positive","0.0768935024990388"
"126","Use values cannot confront each other as commodities, unless the useful labour embodied in them is qualitatively different in each of them.","anger","0.0475963826749167","negative","0"
"127","In a community, the produce of which in general takes the form of commodities,.e.","trust","0.0768639508070715","positive","0.153727901614143"
"128",", in a community of commodity producers, this qualitative difference between the useful forms of labour that are carried on independently of individual producers, each on their own account, develops into a complex system, a social division of labour.","trust","0.0526177321757432","positive","0.0263088660878716"
"129","Anyhow, whether the coat be worn by the tailor or by his customer, in either case it operates as a use value.","sadness","0.0951927653498334","negative","0.0951927653498334"
"130","Nor is the relation between the coat and the labour that produced it altered by the circumstance that tailoring may have become a special trade, an independent branch of the social division of labour.","joy","0.0302938503483793","positive","0.0302938503483793"
"131","Wherever the want of clothing forced them to it, the human race made clothes for thousands of years, without a single man becoming a tailor.","fear","0.041649312786339","negative","0.041649312786339"
"132","But coats and linen, like every other element of material wealth that is not the spontaneous produce of Nature, must invariably owe their existence to a special productive activity, exercised with a definite aim, an activity that appropriates particular nature given materials to particular human wants.","joy","0.0444345700955343","positive","0.111086425238836"
"133","So far therefore as labour is a creator of use value, is useful labour, it is a necessary condition, independent of all forms of society, for the existence of the human race; it is an eternal nature imposed necessity, without which there can be no material exchanges between man and Nature, and therefore no life.","sadness","0.0185150897981855","positive","0.0185150897981855"
"138","Nay more, in this work of changing the form he is constantly helped by natural forces.","trust","0.0666222518321119","negative","0.0666222518321119"
"139","We see, then, that labour is not the only source of material wealth, of use values produced by labour.","joy","0.0555247084952804","positive","0.0555247084952804"
"140","As William Petty puts it, labour is its father and the earth its mother.","trust","0.153727901614143","negative","0.153727901614143"
"142","By our assumption, the coat is worth twice as much as the linen.","anger","0","positive","0.0832639467110741"
"143","But this is a mere quantitative difference, which for the present does not concern us.","anticipation","0.0713775874375446","positive","0.0713775874375446"
"144","We bear in mind, however, that if the value of the coat is double that of yds. of linen, yds.","anger","0.0526038926880589","negative","0"
"146","So far as they are values, the coat and the linen are things of a like substance, objective expressions of essentially identical labour.","anticipation","0.0454338936846888","positive","0.0908677873693775"
"148","There are, however, states of society in which one and the same man does tailoring and weaving alternately, in which case these two forms of labour are mere modifications of the labour of the same individual, and no special and fixed functions of different persons, just as the coat which our tailor makes one day, and the trousers which he makes another day, imply only a variation in the labour of one and the same individual.","fear","0.013331555792561","negative","0.013331555792561"
"149","Moreover, we see at a glance that, in our capitalist society, a given portion of human labour is, in accordance with the varying demand, at one time supplied in the form of tailoring, at another in the form of weaving.","anger","0.0256344527044348","negative","0.0256344527044348"
"150","This change may possibly not take place without friction, but take place it must.","anger","0.0768639508070715","negative","0"
"151","Productive activity, if we leave out of sight its special form, viz.","joy","0.0908265213442325","positive","0.181653042688465"
"152",", the useful character of the labour, is nothing but the expenditure of human labour power.","anger","0","negative","0.0666222518321119"
"153","Tailoring and weaving, though qualitatively different productive activities, are each a productive expenditure of human brains, nerves, and muscles, and in this sense are human labour.","anger","0","positive","0.119952019192323"
"155","Of course, this labour power, which remains the same under all its modifications, must have attained a certain pitch of development before it can be expended in a multiplicity of modes.","disgust","0.0333222259246918","negative","0.0333222259246918"
"156","But the value of a commodity represents human labour in the abstract, the expenditure of human labour in general.","trust","0.0555247084952804","negative","0.0555247084952804"
"157","And just as in society, a general or a banker plays a great part, but mere man, on the other hand, a very shabby part,","trust","0.083298625572678","negative","0.041649312786339"
"159","It is the expenditure of simple labour power,.e., of the labour power which, on an average, apart from any special development, exists in the organism of every ordinary individual.","joy","0.0357015351660121","negative","0.0357015351660121"
"161","Skilled labour counts only as simple labour intensified, or rather, as multiplied simple labour,","anger","0","positive","0.0768639508070715"
"162","a given quantity of skilled being considered equal to a greater quantity of simple labour.","anger","0","positive","0.142755174875089"
"163","Experience shows that this reduction is constantly being made.","trust","0.124843945068664","negative","0"
"164","A commodity may be the product of the most skilled labour, but its value, by equating it to the product of simple unskilled labour, represents a definite quantity of the latter labour alone.","anger","0","positive","0.0312402374258044"
"166","are established by a social process that goes on behind the backs of the producers, and, consequently, appear to be fixed by custom.","joy","0.0454338936846888","positive","0.0454338936846888"
"167","For simplicity's sake we shall henceforth account every kind of labour to be unskilled, simple labour; by this we do no more than save ourselves the trouble of making the reduction.","trust","0.0999666777740753","positive","0.0666444518493835"
"168","Just as, therefore, in viewing the coat and linen as values, we abstract from their different use values, so it is with the labour represented by those values: we disregard the difference between its useful forms, weaving and tailoring.","anger","0","negative","0.0263088660878716"
"169","As the use values, coat and linen, are combinations of special productive activities with cloth and yarn, while the values, coat and linen, are, on the other hand, mere homogeneous congelations of undifferentiated labour, so the labour embodied in these latter values does not count by virtue of its productive relation to cloth and yarn, but only as being expenditure of human labour power.","trust","0.0317409934930963","positive","0.0634819869861927"
"170","Tailoring and weaving are necessary factors in the creation of the use values, coat and linen, precisely because these two kinds of labour are of different qualities; but only in so far as abstraction is made from their special qualities, only in so far as both possess the same quality of being human labour,","joy","0.0377287304282211","positive","0.0377287304282211"
"171","do tailoring and weaving form the substance of the values of the same articles.","anger","0","positive","0.0768639508070715"
"172","Coats and linen, however, are not merely values, but values of definite magnitude, and according to our assumption, the coat is worth twice as much as the ten yards of linen.","anger","0","positive","0.0333222259246918"
"174","It is owing to the fact that the linen contains only half as much labour as the coat, and consequently, that in the production of the latter, labour power must have been expended during twice the time necessary for the production of the former.","anticipation","0.0697512206463613","negative","0.0232504068821204"
"176","In the former case, it is a question of How and What, in the latter of How much?","fear","0.0587889476778366","negative","0.0587889476778366"
"178","If the productive power of all the different sorts of useful labour required for the production of a coat remains unchanged, the sum of the values of the coats produced increases with their number.","anticipation","0.0302938503483793","positive","0.0908815510451378"
"180","But assume that the duration of the labour necessary for he production of a coat becomes doubled or halved.","anticipation","0.0555247084952804","positive","0.0555247084952804"
"181","In the first case one coat is worth as much as two coats were before; in the second case, two coats are only worth as much as one was before, although in both cases one coat renders the same service as before.","fear","0.0243842965130456","negative","0.0243842965130456"
"182","and the useful labour embodied in it remains of the same quality.","disgust","0.0908265213442325","negative","0.0908265213442325"
"183","But the quantity of labour spent on its production has altered.","anticipation","0.0999000999000999","negative","0.0999000999000999"
"184","An increase in the quantity of use values is an increase of material wealth.","joy","0.0768639508070715","positive","0.153727901614143"
"186","Nevertheless, an increased quantity of material wealth may correspond to a simultaneous fall in the magnitude of its value.","joy","0.0555247084952804","negative","0.0555247084952804"
"187","This antagonistic movement has its origin in the two fold character of labour.","anger","0.0832639467110741","negative","0.0832639467110741"
"188","Productive power has reference, of course, only to labour of some useful concrete form, the efficacy of any special productive activity during a given time being dependent on its productiveness.","anticipation","0.0344708721130645","positive","0.137883488452258"
"189","Useful labour becomes, therefore, a more or less abundant source of products, in proportion to the rise or fall of its productiveness.","joy","0.0475963826749167","negative","0.0475963826749167"
"190","On the other hand, no change in this productiveness affects the labour represented by value.","fear","0.0713775874375446","positive","0.0713775874375446"
"191","Since productive power is an attribute of the concrete useful forms of labour, of course it can no longer have any bearing on that labour, so soon as we make abstraction from those concrete useful forms.","anger","0","positive","0.0285632676378178"
"192","However then productive power may vary, the same labour, exercised during equal periods of time, always yields equal amounts of value.","anticipation","0.0499750124937531","positive","0.0499750124937531"
"193","But it will yield, during equal periods of time, different quantities of values in use; more, if the productive power rise, fewer, if it fall.","anticipation","0.041649312786339","negative","0.041649312786339"
"194","The same change in productive power, which increases the fruitfulness of labour, and, in consequence, the quantity of use values produced by that labour, will diminish the total value of this increased quantity of use values, provided such change shorten the total labour time necessary for their production; and vice vers.","anticipation","0.0399920015996801","negative","0.0399920015996801"
"195","On the one hand all labour is, speaking physiologically, an expenditure of human labour power, and in its character of identical abstract human labour, it creates and forms the value of commodities.","anger","0","negative","0.0322476620445018"
"196","On the other hand, all labour is the expenditure of human labour power in a special form and with a definite aim, and in this, its character of concrete useful labour, it produces use values.","joy","0.0294031167303734","negative","0.0294031167303734"
"197","Commodities come into the world in the shape of use values, articles, or goods, such as iron, linen, corn, andc.","trust","0.0526038926880589","positive","0.157811678064177"
"199","They are, however, commodities, only because they are something two fold, both objects of utility, and, at the same time, depositories of value.","anticipation","0.0454338936846888","positive","0.0454338936846888"
"201","The reality of the value of commodities differs in this respect from Dame Quickly, that we don't know where to have it.","trust","0.0951927653498334","positive","0.0951927653498334"
"202","The value of commodities is the very opposite of the coarse materiality of their substance, not an atom of matter enters into its composition.","anger","0","positive","0.0869187309865276"
"203","Turn and examine a single commodity, by itself, as we will, yet in so far as it remains an object of value, it seems impossible to grasp it.","disgust","0.0370233246945576","negative","0.0740466493891151"
"204","If, however we bear in mind that the value of commodities has a purely social reality, and that they acquire this reality only in so far as they are expressions or embodiments of one identical social substance, viz.,","anger","0.0270197243988111","positive","0.0810591731964334"
"206","In fact we started from exchange value, or the exchange relation of commodities, in order to get at the value that lies hidden behind it.","trust","0.083298625572678","negative","0.041649312786339"
"208","Every one knows, if he knows nothing else, that commodities have a value form common to them all, and presenting a marked contrast with the varied bodily forms of their use values.","anger","0","positive","0.0322476620445018"
"209","I mean their money form.","anger","0.249376558603491","positive","0.249376558603491"
"210","Here, however, a task is set us, the performance of which has never yet even been attempted by bourgeois economy, the task of tracing the genesis of this money form, of developing the expression of value implied in the value relation of commodities, from its simplest, almost imperceptible outline, to the dazzling money form.","trust","0.0377287304282211","positive","0.0377287304282211"
"211","By doing this we shall, at the same time, solve the riddle presented by money.","anticipation","0.142755174875089","positive","0.0713775874375446"
"212","The simplest value relation is evidently that of one commodity to some one other commodity of a different kind.","joy","0.0555247084952804","positive","0.0555247084952804"
"213","Hence the relation between the values of two commodities supplies us with the simplest expression of the value of a single commodity.","anger","0","positive","0.0475963826749167"
"214","Elementary or Accidental Form Of Value commodity A commodity, or","fear","0.110987791342952","negative","0.110987791342952"
"215","commodity A is worth commodity.","anger","0","positive","0.249376558603491"
"216","yards of linen coat, or Yards of linen are worth coat.","anger","0","positive","0.0999000999000999"
"218","Relative form and Equivalent form The whole mystery of the form of value lies hidden in this elementary form.","anticipation","0.0555247084952804","negative","0.0555247084952804"
"219","Its analysis, therefore, is our real difficulty.","anger","0.166389351081531","negative","0.166389351081531"
"222","The former plays an active, the latter a passive, part.","anger","0","negative","0.110987791342952"
"223","The value of the linen is represented as relative value, or appears in relative form.","trust","0.0713775874375446","positive","0.0713775874375446"
"225","The relative form and the equivalent form are two intimately connected, mutually dependent and inseparable elements of the expression of value; but, at the same time, are mutually exclusive, antagonistic extremes.e., poles of the same expression.","trust","0.0856898029134533","negative","0.0571265352756355"
"229","On the contrary, such an equation merely says that yards of linen are nothing else than yards of linen, a definite quantity of the use value linen.","anger","0","negative","0.0384467512495194"
"232","The relative form of the value of the linen pre supposes, therefore, the presence of some other commodity here the coat under the form of an equivalent.","trust","0.0384467512495194","positive","0.0384467512495194"
"233","On the other hand, the commodity that figures as the equivalent cannot at the same time assume the relative form.","anticipation","0.0526038926880589","negative","0"
"235","Its function is merely to serve as the material in which the value of the first commodity is expressed.","trust","0.0555247084952804","negative","0.0555247084952804"
"236","No doubt, the expression yards of linen coat, or yards of linen are worth coat, implies the opposite relation.","fear","0.0555247084952804","negative","0.0555247084952804"
"237","coat yards of linen, or coat is worth yards of linen.","anger","0","positive","0.0999000999000999"
"238","But, in that case, I must reverse the equation, in order to express the value of the coat relatively; and.","fear","0.0526038926880589","negative","0.0526038926880589"
"241","The very polarity of these forms makes them mutually exclusive.","surprise","0.110987791342952","negative","0"
"242","Whether, then, a commodity assumes the relative form, or the opposite equivalent form, depends entirely upon its accidental position in the expression of value that is, upon whether it is the commodity whose value is being expressed or the commodity in which value is being expressed.","fear","0.0222172850477672","negative","0.0222172850477672"
"243","The Relative Form of value (a.)","trust","0.199600798403194","negative","0"
"245","In order to discover how the elementary expression of the value of a commodity lies hidden in the value relation of two commodities, we must, in the first place, consider the latter entirely apart from its quantitative aspect.","anger","0","negative","0.0270197243988111"
"246","The usual mode of procedure is generally the reverse, and in the value relation nothing is seen but the proportion between definite quantities of two different sorts of commodities that are considered equal to each other.","fear","0.0285632676378178","positive","0.0571265352756355"
"247","It is apt to be forgotten that the magnitudes of different things can be compared quantitatively, only when those magnitudes are expressed in terms of the same unit.","fear","0.0370233246945576","negative","0.0370233246945576"
"249","Whether yards of linen coat or coats or coats that is, whether a given quantity of linen is worth few or many coats, every such statement implies that the linen and coats, as magnitudes of value, are expressions of the same unit, things of the same kind.","trust","0.0434688111280156","positive","0.0652032166920235"
"254","In this relation the coat is the mode of existence of value, is value embodied, for only as such is it the same as the linen.","anger","0","positive","0.039984006397441"
"256","To borrow an illustration from chemistry, butyric acid is a different substance from propyl formate.","anger","0","negative","0.0713775874375446"
"258","If now we equate butyric acid to propyl formate, then, in the first place, propyl formate would be, in this relation, merely a form of existence of and in the second place, we should be stating that butyric acid also consists of.","anger","0","negative","0.0243842965130456"
"259","Therefore, by thus equating the two substances, expression would be given to their chemical composition, while their different physical forms would be neglected.","anger","0.0454338936846888","negative","0.0454338936846888"
"262","Here, the one stands forth in its character of value by reason of its relation to the other.","anger","0","positive","0.0587889476778366"
"266","In this roundabout way, then, the fact is expressed, that weaving also, in so far as it weaves value, has nothing to distinguish it from tailoring, and, consequently, is abstract human labour.","trust","0.0322476620445018","negative","0"
"267","It is the expression of equivalence between different sorts of commodities that alone brings into relief the specific character of value creating labour, and this it does by actually reducing the different varieties of labour embodied in the different kinds of commodities to their common quality of human labour in the abstract.","anger","0","positive","0.01960399921584"
"269","Human labour power in motion, or human labour, creates value, but is not itself value.","anticipation","0.0713775874375446","negative","0"
"271","In order to express the value of the linen as a congelation of human labour, that value must be expressed as having objective existence, as being a something materially different from the linen itself, and yet a something common to the linen and all other commodities.","anticipation","0.0222172850477672","positive","0.0444345700955343"
"272","The problem is already solved.","fear","0.249376558603491","negative","0.249376558603491"
"273","When occupying the position of equivalent in the equation of value, the coat ranks qualitatively as the equal of the linen, as something of the same kind, because it is value.","joy","0.0333222259246918","positive","0.0333222259246918"
"274","In this position it is a thing in which we see nothing but value, or whose palpable bodily form represents value.","surprise","0.0499750124937531","negative","0"
"277","This shows that when placed in value relation to the linen, the coat signifies more than when out of that relation, just as many a man strutting about in a gorgeous uniform counts for more than when in mufti.","joy","0.0263088660878716","positive","0.0263088660878716"
"278","In the production of the coat, human labour power, in the shape of tailoring, must have been actually expended.","anticipation","0.0555247084952804","positive","0.111049416990561"
"280","In this aspect the coat is a depository of value, but though worn to a thread, it does not let this fact show through.","trust","0.130378096479791","negative","0.0434593654932638"
"282",", for instance, cannot be your majesty to, unless at the same time majesty in B's eyes assumes the bodily form of, and, what is more, with every new father of the people, changes its features, hair, and many other things besides.","trust","0.0487685930260912","positive","0.0243842965130456"
"287","The fact that it is value, is made manifest by its equality with the coat, just as the sheep's nature of a Christian is shown in his resemblance to the Lamb of God.","trust","0.124960949703218","positive","0.0937207122774133"
"288","We see, then, all that our analysis of the value of commodities has already told us, is told us by the linen itself, so soon as it comes into communication with another commodity, the coat.","trust","0.0294031167303734","negative","0"
"289","Only it betrays its thoughts in that language with which alone it is familiar, the language of commodities.","trust","0.0587889476778366","positive","0.0587889476778366"
"290","In order to tell us that its own value is created by labour in its abstract character of human labour, it says that the coat, in so far as it is worth as much as the linen, and therefore is value, consists of the same labour as the linen.","anger","0","positive","0.0208289939595918"
"291","In order to inform us that its sublime reality as value is not the same as its buckram body, it says that value has the appearance of a coat, and consequently that so far as the linen is value, it and the coat are as like as two peas.","trust","0.0208289939595918","negative","0"
"293","The German Wertsein, to be worth, for instance, expresses in a less striking manner than the Romance verbs valere, valer, valoir, that the equating of commodity to commodity, is commodity A's own mode of expressing its value.","anticipation","0.0277700638711469","positive","0.0833101916134407"
"296","By putting itself in relation with commodity, as value in propria person as the matter of which human labour is made up, the commodity A converts the value in use, into the substance in which to express its, A's, own value.","anger","0","positive","0.0249937515621095"
"297","The value of, thus expressed in the use value of, has taken the form of relative value.","trust","0.0624609618988132","negative","0"
